NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Weblink,Weblink Justification,Waived,Modified Date
20951,Allegany County,Rural Reporter,Rural,MB,PT,https://s3.amazonaws.com/datatools-511ny/public/Access_Allegany.zip,,,2024-04-15
20953,City of Hornell,Rural Reporter,Rural,MB,DO,https://s3.amazonaws.com/datatools-511ny/public/Hornell_Area_Transit.zip,,,2024-04-15
20957,County of Niagara,Rural Reporter,Rural,MB,PT,https://s3.amazonaws.com/datatools-511ny/public/Niagara_County.zip,,,2024-04-15
20958,Cortland County,Rural Reporter,Rural,MB,PT,https://s3.amazonaws.com/datatools-511ny/public/Cortland_Transit.zip,,,2024-04-15
20959,Chautauqua County,Rural Reporter,Rural,MB,DO,https://s3.amazonaws.com/datatools-511ny/public/CARTS_Chautauqua_Area_Regional_Transit_System_-_City_Routes.zip,,,2024-04-15
20960,City of Oneonta,Rural Reporter,Rural,MB,DO,https://s3.amazonaws.com/datatools-511ny/public/Oneonta_Public_Transportation.zip,,,2024-05-14
20962,RTS Livingston ,Rural Reporter,Rural,MB,DO,http://scheduledata.rgrta.com/google_transit.zip,,,2024-05-14
20964,Fulton County,Rural Reporter,Rural,MB,PT,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2024-06-03
20967,RTS Ontario,Rural Reporter,Rural,MB,DO,https://scheduledata.rgrta.com/Regionals/Ontario.zip,,,2024-05-14
20968,County of Rensselaer,Rural Reporter,Rural,CB,PT,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2024-04-22
20975,City of Olean,Rural Reporter,Rural,MB,DO,https://s3.amazonaws.com/datatools-511ny/public/Olean_Area_Transit_System.zip,,,2024-04-15
20980,RTS Wyoming,Rural Reporter,Rural,MB,DO,https://scheduledata.rgrta.com/Regionals/Wyoming.zip,,,2024-05-14
20981,City of Gloversville ,Rural Reporter,Rural,MB,DO,https://s3.amazonaws.com/datatools-511ny/public/Gloversville_Transit_System.zip,,,2024-04-15
20983,RTS Wayne,Rural Reporter,Rural,MB,DO,https://scheduledata.rgrta.com/Regionals/Wayne.zip,,,2024-05-14
20991,St Lawrence County,Rural Reporter,Rural,MB,PT,https://s3.amazonaws.com/datatools-511ny/public/St_Lawrence_County_Public_Transit.zip,,,2024-04-15
20992,Franklin County ,Rural Reporter,Rural,CB,PT,https://s3.amazonaws.com/datatools-511ny/public/Franklin_County_Public_Transportation.zip,,,2024-05-14
20992,Franklin County ,Rural Reporter,Rural,MB,PT,https://s3.amazonaws.com/datatools-511ny/public/Franklin_County_Public_Transportation.zip,,,2024-04-15
20998,Otsego County,Rural Reporter,Rural,MB,PT,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2024-06-27
20999,Columbia County,Rural Reporter,Rural,CB,PT,https://s3.amazonaws.com/datatools-511ny/public/Columbia_County_Public_Transit.zip,,,2024-05-14
20999,Columbia County,Rural Reporter,Rural,MB,PT,https://s3.amazonaws.com/datatools-511ny/public/Columbia_County_Public_Transit.zip,,,2024-04-22
21000,Yates County,Rural Reporter,Rural,MB,DO,https://s3.amazonaws.com/datatools-511ny/public/Yates_Transit_Service.zip,,,2024-06-03
22929,Seneca Nation of Indians,Reduced Reporter,Tribe,MB,PT,https://passio3.com/senecanation/passioTransit/gtfs/google_transit.zip,,,2024-01-24
22930,New York City Economic Development Corporation,Full Reporter,Urban,FB,PT,http://nycferry.connexionz.net/rtt/public/utility/gtfs.aspx,,,2023-11-28
22930,New York City Economic Development Corporation,Full Reporter,Urban,MB,PT,http://nycferry.connexionz.net/rtt/public/utility/gtfs.aspx,,,2023-11-28
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,https://gtfs.krt.cadavl.com/KRT/GTFS/GTFS_KRT.zip,,,2024-03-25
30002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,https://www.tta-wv.com/Feed.zip,,,2023-11-03
30003,Mid-Ohio Valley Transit Authority,Reduced Reporter,Urban,MB,DO,https://www.dropbox.com/scl/fi/yuhhioboqq8nkblth1igv/MOVTAFeed.zip?rlkey=hrj7mol0awrntbdpebtetvte6&dl=0,,,2023-11-17
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,https://ridegrtc.com/media/routes/gtfs.zip,,,2024-02-06
30006,Greater Richmond Transit Company,Full Reporter,Urban,RB,DO,https://ridegrtc.com/media/routes/gtfs.zip,,,2024-02-06
30007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,https://ridesolutions.org/gtfs/roanoke-va-us.zip,,,2024-02-21
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,http://gltconline.com/wp-content/uploads/2023/08/GLTC-GTFS-Zip-8.30.2023.zip,,,2023-12-08
30009,City of Petersburg ,Reduced Reporter,Urban,MB,DO,https://data.trilliumtransit.com/gtfs/petersburg-va-us/petersburg-va-us.zip,,,2024-01-11
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,https://realtimelanta.availtec.com/InfoPoint/gtfs-zip.ashx,,,2023-12-11
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,PT,https://realtimelanta.availtec.com/InfoPoint/gtfs-zip.ashx,,,2024-01-08
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,https://amtran.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-04-23
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2023-12-20
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,,,True,
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2024-02-05
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,https://emta.availtec.com/InfoPoint/gtfs-zip.ashx,,,2023-12-06
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2024-04-10
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,https://www3.septa.org/developer/google_rail.zip,,,2024-01-26
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,https://www3.septa.org/developer/google_bus.zip,,,2024-01-26
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,https://www3.septa.org/developer/google_bus.zip,,,2024-02-08
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,https://www3.septa.org/developer/google_bus.zip,,,2024-02-08
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,https://www3.septa.org/developer/google_bus.zip,,,2024-01-26
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,https://www3.septa.org/developer/google_bus.zip,,,2024-02-08
30022,Pittsburgh Regional Transit,Full Reporter,Urban,IP,DO,https://www.rideprt.org/developerresources/GTFSCleverRailOnly2302.zip,,,2024-02-08
30022,Pittsburgh Regional Transit,Full Reporter,Urban,LR,DO,https://www.rideprt.org/developerresources/GTFSCleverRailOnly2302.zip,,,2024-02-08
30022,Pittsburgh Regional Transit,Full Reporter,Urban,MB,DO,https://www.rideprt.org/developerresources/GTFSCleverBusOnly2302.zip,,,2024-02-08
30023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,https://bcta.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-02-02
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,https://coltsivl.availtec.com/InfoPoint/gtfs-zip.ashx,,,2024-01-10
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,PT,https://coltsivl.availtec.com/InfoPoint/gtfs-zip.ashx,,,2024-01-10
30026,River Valley Transit Authority,Full Reporter,Urban,MB,DO,https://my.ridervt.com/InfoPoint/GTFS-Zip.ashx,,,2024-02-16
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,https://api.wmata.com/gtfs/rail-gtfs-static.zip?api_key=88d2a4eec0464bfbb514a4c246b8ca8b,,,2024-01-10
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,https://api.wmata.com/gtfs/bus-gtfs-static.zip?api_key=88d2a4eec0464bfbb514a4c246b8ca8b,,,2024-01-10
30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT,https://feeds.mta.maryland.gov/gtfs/commuter-bus,,,2024-01-22
30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,https://feeds.mta.maryland.gov/gtfs/marc,,,2024-01-22
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,https://feeds.mta.maryland.gov/gtfs/metro,,,2024-01-22
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,https://feeds.mta.maryland.gov/gtfs/light-rail,,,2024-01-22
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,https://feeds.mta.maryland.gov/gtfs/local-bus,,,2024-01-22
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,,,True,
30036,City of Charlottesville,Reduced Reporter,Urban,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2024-04-10
30040,City of Annapolis,Reduced Reporter,Urban,MB,DO,https://city-of-annapolis-open-data-portal-annapolis.hub.arcgis.com/pages/browse-gis-data,,,2023-11-06
30041,Board of Commissioners of Allegany County Maryland,Rural Reporter,Rural,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2024-02-13
30042,Washington County ,Reduced Reporter,Urban,MB,DO,https://www.washco-md.net/wp-content/uploads/WCT_feed_2023_07_09_w_shapes.zip.,,,2023-11-29
30044,Westmoreland County Transit Authority,Full Reporter,Urban,MB,DO,https://wcta.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2023-12-04
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11772/JauntGTFS.zip,,,2024-04-23
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,https://www.montgomerycountymd.gov/DOT-Transit/Resources/Files/GTFS/RideOnGTFS.zip,,,2024-04-08
30053,City of Bristol Virginia,Reduced Reporter,Urban,MB,DO,https://data.trilliumtransit.com/gtfs/bristol-va-us/bristol-va-us.zip,,,2024-02-12
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,https://catabus.com/wp-content/uploads/google_transit.zip,,,2024-01-05
30055,Mercer County Regional Council of Governments,Reduced Reporter,Urban,MB,DO,https://svss.availtec.com/InfoPoint/gtfs-zip.ashx,,,2024-01-08
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,https://content.amtrak.com/content/gtfs/GTFS.zip,,,2023-11-28
30058,City of Fairfax,Full Reporter,Urban,MB,DO,https://www.fairfaxva.gov/home/showpublisheddocument/19191/638339372325400000,,,2023-12-11
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,MB,PT,https://mmvta.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-01-17
30068,"Fairfax County, VA",Full Reporter,Urban,MB,PT,https://www.fairfaxcounty.gov/connector/sites/connector/files/Assets/connector_gtfs.zip,,,2024-06-18
30069,City of Danville ,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/danville-va-us/danville-va-us.zip,,,2024-01-30
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,CB,PT,https://omniride.com/about/tools/omniride-gtfs-file/,,,2024-03-13
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,MB,PT,https://omniride.com/about/tools/omniride-gtfs-file/,,,2024-03-13
30071,City of Alexandria ,Full Reporter,Urban,MB,DO,https://www.dashbus.com/google_transit.zip,,,2023-12-15
30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO,https://maps.frederickcountymd.gov/google/google_transit.zip,,,2023-10-04
30073,Virginia Railway Express,Full Reporter,Urban,CR,PT,http://www.vre.org/gtfs/google_transit.zip,,,2023-12-05
30074,Harford County Maryland,Reduced Reporter,Urban,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2023-11-15
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO,https://dartfirststate.com/RiderInfo/Routes/gtfs_data/dartfirststate_de_us.zip,,,2023-12-07
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT,https://dartfirststate.com/RiderInfo/Routes/gtfs_data/dartfirststate_de_us.zip,,,2023-12-07
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO,https://gtfs.wata.cadavl.com/WATA/GTFS/GTFS_WATA.zip,,,2024-01-05
30077,Borough of Pottstown,Full Reporter,Urban,MB,PT,https://part.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2023-11-20
30079,City of Fredericksburg,Reduced Reporter,Urban,MB,DO,https://www.fredericksburgva.gov/1937/Developer-Resources,,,2023-11-15
30080,"Arlington County, Virginia",Full Reporter,Urban,MB,PT,https://www.arlingtontransit.com/shared/content/gtfs/art/google_transit.zip,,,2023-12-27
30081,Loudoun County,Full Reporter,Urban,CB,PT,https://www.loudoun.gov/loudountransitgtfs,,,2023-12-21
30081,Loudoun County,Full Reporter,Urban,MB,PT,https://www.loudoun.gov/loudountransitgtfs,,,2023-12-21
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,FB,PT,https://gtfs.gohrt.com/gtfs/google_transit.zip,,,2024-02-07
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,LR,DO,https://gtfs.gohrt.com/gtfs/google_transit.zip,,,2024-02-07
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,MB,DO,https://gtfs.gohrt.com/gtfs/google_transit.zip,,,2024-02-07
30085,"Prince George's County, Maryland",Full Reporter,Urban,MB,PT,https://data.trilliumtransit.com/gtfs/princegeorgescounty-md-us/princegeorgescounty-md-us.zip,,,2024-01-03
30087,County of Fayette,Full Reporter,Urban,MB,DO,,,True,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,MB,PT,,,True,
30089,Monongalia County Urban Mass Transit Authority,Reduced Reporter,Urban,MB,DO,http://site.busride.org/google/google_transit.zip,,,2023-12-14
30090,Eastern Panhandle Transit Authority,Reduced Reporter,Urban,MB,DO,https://irp.cdn-website.com/01b71e6f/files/uploaded/EPTA_feed_2023_11_28_w_shapes_v2.zip,,,2024-01-12
30091,Town of Blacksburg,Full Reporter,Urban,MB,DO,http://www.bt4uclassic.org/gtfs/google_transit.zip,,,2023-12-04
30092,"The County Commissioners of Carroll County, Maryland",Reduced Reporter,Urban,MB,PT,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11384/GTFS.zip,,,2023-11-26
30093,City of Hazleton,Reduced Reporter,Urban,MB,PT,https://realtimehpts.availtec.com/InfoPoint/gtfs-zip.ashx,,,2023-11-27
30094,City of Harrisonburg,Full Reporter,Urban,MB,DO,https://passio3.com/harrisonburg/passioTransit/gtfs/google_transit.zip,,,2023-11-16
30095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO,https://realtime.lebanontransit.org/InfoPoint/gtfs-zip.ashx,,,2024-04-02
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2023-11-20
30099,City of Winchester,Reduced Reporter,Urban,MB,DO,https://data.trilliumtransit.com/gtfs/wintran-va-us/wintran-va-us.zip,,,2023-10-23
30107,West Virginia University,Full Reporter,Urban,MG,DO,https://prt.wvu.edu/gtfs,,True,2024-03-13
30108,Cecil County Government ,Reduced Reporter,Urban,MB,DO,https://www.ccgov.org/home/showpublisheddocument/51736/638418521708664845,,,2024-01-26
30109,St. Mary's County Government ,Reduced Reporter,Urban,MB,DO,https://stmgis.stmarysmd.com/Downloads/GTFS/StMarys_GTFS_5_31_22.zip,,,2023-12-15
30111,Washington County Transportation Authority,Full Reporter,Urban,MB,PT,https://www.freedom-transit.org/GTFS/FREEDOMTRANSIT_GTFS.zip,,,2023-10-20
30112,District Department of Transportation,Full Reporter,Urban,MB,PT,https://dccirculator.com/wp-content/uploads/2024/02/S82_GTFSExport.zip,,,2024-02-22
30112,District Department of Transportation,Full Reporter,Urban,SR,PT,https://urldefense.com/v3/__https:/mjcaction.com/MJC_GTFS_Public/dcstreetcar_gtfs.zip__;!!F0VOY_S2!fQczHuFqJ8WJhgTV8QdEKVFygXGK6E63pnJb61BvSQz4bEJIiGtATssJkRCwpF8Mh-IE7A7oYL0rHc6m8lwbxg$,,,2024-02-22
30114,Accomack-Northhampton Transportation District Comm,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/startransit-va-us/startransit-va-us.zip,,,2024-03-05
30115,"New River Valley Senior Services, Inc.",Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/pulaski-va-us/pulaski-va-us.zip,,,2024-01-17
30116,Borough of Mt. Carmel,Rural Reporter,Rural,MB,PT,https://lats.rideralerts.com/infopoint/gtfs-zip.ashx,,,2024-04-16
30118,Virginia Regional Transit,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/vatransit-va-us/vatransit-va-us.zip,,,2024-03-05
30119,Central West Virginia Transit Authority,Rural Reporter,Rural,MB,DO,,,True,
30121,Bluefield Area Transit,Rural Reporter,Rural,MB,DO,https://drive.google.com/drive/folders/1Qy1YaFg3Q7ZWEoWk8D5sXP5DY0eHyGLR?usp=drive_link,,,2023-09-28
30122,Randolph County Senior Center ,Rural Reporter,Rural,MB,DO,https://countryroadstransit.com/wp-content/uploads/feedCRT.zip,,,2023-12-06
30123,District Three Governmental Cooperative,Reduced Reporter,Urban,MB,DO,https://data.trilliumtransit.com/gtfs/districtthree-va-us/districtthree-va-us.zip,,,2024-02-09
30124,Warren County Transit Authority,Rural Reporter,Rural,MB,DO,https://tawc.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-03-06
30127,Schuylkill Transportation System,Rural Reporter,Rural,MB,DO,https://sts.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-01-31
30129,Anne Arundel County,Full Reporter,Urban,MB,PT,https://www.aacounty.org/gtfs,,,2024-02-15
30130,Baltimore County Department of Public Works Transportation,Reduced Reporter,Urban,MB,DO,https://passio3.com/towson/passioTransit/gtfs/google_transit.zip,,,2023-12-12
30131,"Board of County Commissioners of Calvert County, Maryland",Reduced Reporter,Urban,MB,DO,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/Calvert_GTFS.zip,,,2024-01-05
30135,Potomac Valley Transit Authority,Rural Reporter,Rural,MB,DO,https://potomacvalleytransit.org/GTFS/feed.zip,,,2023-12-11
30137,Monroe County Transportation  Authority,Rural Reporter,Rural,MB,DO,https://ponytracker.availtec.com/InfoPoint/gtfs-zip.ashx,,,2024-01-31
30138,Barbour Co. Senior Center ,Rural Reporter,Rural,MB,DO,,,True,
30140,Mountain Transit Authority,Rural Reporter,Rural,MB,DO,https://mtawv.com/gtfs/mtawv_gtfs.zip,,,2024-01-05
30141,Butler Transit  Authority,Reduced Reporter,Urban,CB,PT,https://butlerivl.availtec.com/InfoPoint/gtfs-zip.ashx,,,2024-01-29
30141,Butler Transit  Authority,Reduced Reporter,Urban,MB,PT,https://butlerivl.availtec.com/InfoPoint/gtfs-zip.ashx,,,2024-01-29
30147,Town of Chincoteague,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/ponyexpress-va-us/ponyexpress-va-us.zip,,,2024-01-17
30149,Fairmont Marion County Transit Authority,Rural Reporter,Rural,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2023-10-18
30151,New Castle Area Transit Authority,Rural Reporter,Rural,CB,DO,https://ncata.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-05-01
30151,New Castle Area Transit Authority,Rural Reporter,Rural,MB,DO,https://ncata.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-03-05
30155,Mayor and City Council Town of Ocean City,Rural Reporter,Rural,MB,DO,https://api.tost.app/v1/gtfs/download?agencyId=83f7d05c-6ba1-495a-9add-194833634688,,,2024-02-27
30157,Town of Altavista,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/altavista-va-us/altavista-va-us.zip,,,2024-01-17
30161,Dorchester County Council,Rural Reporter,Rural,MB,DO,,,True,
30164,Town of Bluefield,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/grahamtransit-va-us/grahamtransit-va-us.zip,,,2024-01-17
30165,Town of Farmville,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/farmville-va-us/farmville-va-us.zip,,,2024-01-17
30170,Endless Mountains Transportation Authority,Rural Reporter,Rural,MB,DO,https://best.rideralerts.com/infopoint/gtfs-zip.ashx,,True,2024-07-02
30172,Bay Aging,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/baytransit-va-us/baytransit-va-us.zip,,,2024-03-05
30174,Appalachian Agency for Senior Citizens,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/fourcounty-va-us/fourcounty-va-us.zip,,,2024-01-17
30177,Indiana County Transit Authority,Rural Reporter,Rural,MB,DO,https://indigobus.availtec.com/InfoPoint/gtfs-zip.ashx,,,2024-03-05
30178,"Unified Human Services Transportation Systems, Inc",Rural Reporter,Rural,MB,DO,,,,
30183,Tri River Transit,Rural Reporter,Rural,MB,DO,,,True,
30184,Town of Blackstone,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/blackstone-va-us/blackstone-va-us.zip,,,2024-01-17
30185,Crawford Area Transportation Authority,Rural Reporter,Rural,MB,DO,https://catabus.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-01-31
30186,"The County Commissioners of Caroline County, Maryland",Rural Reporter,Rural,MB,DO,,,True,
30190,"Preston County Sr. Cit, Inc. ",Rural Reporter,Rural,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",True,2024-04-18
30192,Queen Anne's County,Reduced Reporter,Urban,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2024-02-27
30194,Mid-County Transit Authority,Rural Reporter,Rural,MB,DO,https://tact.rideralerts.com/infopoint/gtfs-zip.ashx,,,2024-03-05
30196,Area Transportation Authority of North Central PA,Rural Reporter,Rural,MB,DO,https://rideata.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-01-31
30198,City of Suffolk,Reduced Reporter,Urban,MB,PT,https://www.suffolkva.us/DocumentCenter/View/5568/Suffolk-Transit-GTFS,,,2023-11-13
30199,New River Transit Authority,Reduced Reporter,Urban,MB,PT,https://passio3.com/Beckley/passioTransit/gtfs/google_transit.zip,,,2024-04-12
30200,City of Radford,Reduced Reporter,Urban,MB,PT,https://www.radfordva.gov/1296/Radford-Transit,,,2024-03-11
30201,City of Baltimore,Full Reporter,Urban,FB,PT,https://data.trilliumtransit.com/gtfs/harborconnector-md-us/harborconnector-md-us.zip,,,2024-01-03
30201,City of Baltimore,Full Reporter,Urban,MB,PT,https://transportation.baltimorecity.gov/files/ccc-gtfs-january-2024zip,,,2024-01-26
30202,South Central Transit Authority,Full Reporter,Urban,MB,DO,https://busfinder.bartabus.com/InfoPoint/gtfs-zip.ashx,,,2024-02-13
30202,South Central Transit Authority,Full Reporter,Urban,MB,DO,https://busfinder.redrosetransit.com/InfoPoint/gtfs-zip.ashx,,,2024-02-13
30203,York County,Reduced Reporter,Urban,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",True,2024-08-08
30204,Colonial Williamsburg Foundation,Reduced Reporter,Urban,MB,DO,,,,
30205,"Transit Management of Central Maryland, Inc.",Full Reporter,Urban,MB,DO,https://data.trilliumtransit.com/gtfs/centralmarylandrta-md-us/centralmarylandrta-md-us.zip,,,2024-03-04
30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,CB,DO,https://cat.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-02-01
30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,CB,DO,https://realtime.rabbittransit.org/infopoint/gtfs-zip.ashx,,,2024-02-01
30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,CB,PT,https://realtime.rabbittransit.org/infopoint/gtfs-zip.ashx,,,2024-02-01
30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,MB,DO,https://cat.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-02-01
30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,MB,DO,https://realtime.rabbittransit.org/infopoint/gtfs-zip.ashx,,,2024-02-01
30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,MB,PT,https://realtime.rabbittransit.org/infopoint/gtfs-zip.ashx,,,2024-02-01
30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,MB,PT,https://cat.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-02-01
30989,Central Shenandoah Planning District Commission,Reduced Reporter,Urban,MB,PT,http://britebus.org/gtfs/brite.zip,,,2024-01-30
30989,Central Shenandoah Planning District Commission,Reduced Reporter,Urban,MB,PT,https://britebus.org/gtfs/brite.zip,,,2023-12-01
31025,County of Greensville,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/get-va-us/get-va-us.zip,,,2024-01-30
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,IP,DO,,,True,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,https://www.gocarta.org/wp-content/uploads/2024/01/GTFS.zip,,,2024-03-29
40002,City of Knoxville,Full Reporter,Urban,MB,DO,https://knoxville.syncromatics.com/gtfs,,,2024-01-29
40003,City of Memphis,Full Reporter,Urban,MB,DO,http://mata.cadavl.com:5053/MATA/GTFS/GTFS_MATA.zip,,,2024-02-17
40003,City of Memphis,Full Reporter,Urban,SR,DO,http://mata.cadavl.com:5053/MATA/GTFS/GTFS_MATA.zip,,,2024-02-17
40004,Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,https://www.wegotransit.com/GoogleExport/google_transit.zip,,,2023-12-05
40005,City of Asheville,Full Reporter,Urban,MB,PT,https://data.trilliumtransit.com/gtfs/asheville-nc-us/asheville-nc-us.zip,,,2023-10-31
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,MB,PT,https://www.wavetransit.com/gtransit/google_transit.zip,,,2024-02-28
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,MB,PT,https://www.wavetransit.com/gtransit/google_transit_uncw.zip,,,2024-02-28
40007,City of Raleigh,Full Reporter,Urban,MB,PT,https://goraleigh.org/gr_gtfs,,,2024-05-02
40007,City of Raleigh,Full Reporter,Urban,RB,PT,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,CB,PT,https://gtfsrealtime.ridetransit.org/GTFSStatic/GTFS.zip,,,2024-06-11
40008,City of Charlotte North Carolina,Full Reporter,Urban,LR,DO,https://gtfsrealtime.ridetransit.org/GTFSStatic/GTFS.zip,,,2024-06-11
